"category","topic","name","url","media_kind","protocol","format","bitrate","is_live","https","language","country","homepage","source_kind","license_note","notes","confidence","favicon_index"
"Radio","Ambient","SomaFM Space Station Soma (128k AAC)","https://ice5.somafm.com/spacestation-128-aac","AUDIO","ICECAST","aac","128","true","true","english","US","https://somafm.com/spacestation/","COMMUNITY","radio-browser community DB, publicly listed free stream; SomaFM is listener-supported free radio","Spaced-out ambient electronica. Resolved from spacestation130.pls.","high","15"
"Radio","Ambient","Spokoynoe Radio (Calm Radio)","https://listen9.myradio24.com/6262","AUDIO","ICECAST","mp3","128","true","true","russian","RU","http://spokoinoeradio.ru/","COMMUNITY","radio-browser community DB, publicly listed free stream","Russian calm/relax lounge with nature sounds.","high",""
"Radio","Ambient","Радіо Relax","http://online.radiorelax.ua/RadioRelax","AUDIO","ICECAST","mp3","128","true","false","ukrainian","UA","https://www.radiorelax.ua/","COMMUNITY","Radio Relax UA, free relax music stream","Light pop and ambient music.","high","16"
"Radio","Chillout","FIP Groove","https://icecast.radiofrance.fr/fipgroove-hifi.aac","AUDIO","ICECAST","aac","192","true","true","french","FR","https://www.fip.fr/groove/webradio","PUBLIC_BROADCASTER","Radio France public-service broadcaster thematic webradio, freely published","FIP Groove - Radio France public broadcaster, 192k AAC HiFi.","high","17"
"Radio","Classical","ABC Classic","http://live-radio01.mediahubaustralia.com/2FMW/mp3/;*.mp3","AUDIO","ICECAST","aac","56","true","false","english","AU","http://www.abc.net.au/classic/","PUBLIC_BROADCASTER","ABC Australian public-service broadcaster, freely published live stream","DB codec AAC+ (HE-AAC) over Icecast. Australian public radio classical channel.","high","18"
"Radio","Classical","BBC Radio 3 (128k)","http://as-hls-ww-live.akamaized.net/pool_23461179/live/ww/bbc_radio_three/bbc_radio_three.isml/bbc_radio_three-audio%3d128000.norewind.m3u8","AUDIO","HLS","m3u8","128","true","false","english","GB","https://www.bbc.co.uk/radio3","PUBLIC_BROADCASTER","BBC public-service broadcaster open HLS audio playlist, freely published","DB codec UNKNOWN; this is an HLS AAC audio playlist (overrode ICECAST mapping). BBC R3 classical.","high","19"
"Radio","Classical","BR-Klassik","https://dispatcher.rndfnk.com/br/brklassik/live/mp3/high","AUDIO","ICECAST","mp3","128","true","true","german","DE","https://www.br-klassik.de/index.html","PUBLIC_BROADCASTER","Bayerischer Rundfunk public-service broadcaster, freely published live MP3","German public broadcaster dedicated classical channel.","high","20"
"Radio","Classical","Calm Radio - Bach","http://streams.calmradio.com:6828/stream","AUDIO","ICECAST","mp3","128","true","false","english","CA","https://www.calmradio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Free tier Bach-focused classical Icecast stream.","medium","21"
"Radio","Classical","Classic FM (UK)","http://ice-the.musicradio.com/ClassicFMMP3","AUDIO","ICECAST","mp3","128","true","false","english","GB","http://www.classicfm.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Most-clicked classical entry; flagship UK classical broadcaster, free ad-supported ICY MP3.","high","22"
"Radio","Classical","Classic FM Calm","https://media-ice.musicradio.com/ClassicFMCalmMP3","AUDIO","ICECAST","mp3","128","true","true","english","GB","https://www.classicfm.com/calm/","COMMUNITY","radio-browser community DB, publicly listed free stream","Classic FM thematic calm/classical webstream.","high","23"
"Radio","Classical","Classic FM Movies","https://media-ice.musicradio.com/ClassicFMMoviesMP3","AUDIO","ICECAST","mp3","128","true","true","english","GB","https://www.classicfm.com/movies/","COMMUNITY","radio-browser community DB, publicly listed free stream","Classic FM thematic film-score/classical webstream.","high","24"
"Radio","Classical","Classic21 (RTBF)","http://radios.rtbf.be/classic21-128.mp3","AUDIO","ICECAST","mp3","128","true","false","french","BE","http://www.rtbf.be/","PUBLIC_BROADCASTER","RTBF Belgian public-service broadcaster, freely published live MP3","DB bitrate 0; this RTBF stream is 128k MP3. Belgian public broadcaster.","high","25"
"Radio","Classical","France Musique","http://direct.francemusique.fr/live/francemusique-midfi.mp3","AUDIO","ICECAST","mp3","128","true","false","french","FR","https://www.francemusique.fr/","COMMUNITY","radio-browser community DB; Radio France public-service classical stream","Radio France main classical/jazz channel.","high","26"
"Radio","Classical","France Musique Baroque","http://icecast.radiofrance.fr/francemusiquebaroque-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.francemusique.fr/radios-thematiques/la-baroque","PUBLIC_BROADCASTER","Radio France public-service broadcaster thematic webradio, freely published","Radio France thematic baroque AAC webradio.","high","27"
"Radio","Classical","Klara Continuo (VRT)","http://icecast.vrtcdn.be/klaracontinuo-high.mp3","AUDIO","ICECAST","mp3","128","true","false","dutch","BE","https://www.klara.be/","PUBLIC_BROADCASTER","VRT Belgian public-service broadcaster, freely published live MP3","DB bitrate 0; VRT classical continuo webstream (~128k high).","high",""
"Radio","Classical","Klassik Radio - Live","https://live.streams.klassikradio.de/klassikradio-deutschland/stream/mp3","AUDIO","ICECAST","mp3","","true","true","german","DE","https://klassikradio.de/","COMMUNITY","radio-browser community DB, publicly listed free stream","German commercial classical broadcaster; free official live MP3. Bitrate unreported in DB.","high","28"
"Radio","Classical","Maine Public Classical","https://playerservices.streamtheworld.com/api/livestream-redirect/WMEA_CLASSICAL.mp3","AUDIO","ICECAST","mp3","128","true","true","english","US","https://www.mainepublic.org/listen-live","PUBLIC_RADIO","Maine Public official direct stream URL published on its listen-live page","Maine Public Classical stream.","high","29"
"Radio","Classical","MDR Klassik","http://mdr-284350-0.cast.mdr.de/mdr/284350/0/mp3/high/stream.mp3","AUDIO","ICECAST","mp3","128","true","false","german","DE","http://mdrklassik.de/","PUBLIC_BROADCASTER","MDR German public-service broadcaster, freely published live MP3","Resolved from .m3u playlist to underlying Icecast MP3. German public classical channel.","high",""
"Radio","Classical","NPO Klassiek (Radio 4)","https://icecast.omroep.nl/radio4-bb-mp3","AUDIO","ICECAST","mp3","192","true","true","dutch","NL","https://www.nporadio4.nl/","PUBLIC_BROADCASTER","NPO Dutch public-service broadcaster, freely published live MP3","Dutch public radio classical channel, 192k MP3.","high","30"
"Radio","Classical","Radio Classique","https://radioclassique.ice.infomaniak.ch/radioclassique-high.mp3","AUDIO","ICECAST","mp3","128","true","true","french","FR","https://www.radioclassique.fr/","COMMUNITY","radio-browser community DB, publicly listed free stream","French commercial classical broadcaster, free Infomaniak ICY MP3.","high","31"
"Radio","Classical","Radio Swiss Classic (French)","http://stream.srg-ssr.ch/m/rsc_fr/mp3_128","AUDIO","ICECAST","mp3","128","true","false","french","CH","http://www.radioswissclassic.ch/","PUBLIC_BROADCASTER","SRG SSR Swiss public-service broadcaster, freely published live MP3","Swiss public-service classical channel, French programming variant.","high","32"
"Radio","Classical","Radio Swiss Classic (German)","http://stream.srg-ssr.ch/m/rsc_de/mp3_128","AUDIO","ICECAST","mp3","128","true","false","german","CH","http://www.radioswissclassic.ch/","PUBLIC_BROADCASTER","SRG SSR Swiss public-service broadcaster, freely published live MP3","Swiss public-service classical channel.","high","33"
"Radio","Classical","Radio Swiss Classic (Italian)","http://stream.srg-ssr.ch/m/rsc_it/mp3_128","AUDIO","ICECAST","mp3","128","true","false","italian","CH","http://www.radioswissclassic.ch/","PUBLIC_BROADCASTER","SRG SSR Swiss public-service broadcaster, freely published live MP3","Swiss public-service classical channel, Italian programming variant.","high","34"
"Radio","Classical","Rai Radio 3","http://icestreaming.rai.it/3.mp3","AUDIO","ICECAST","mp3","320","true","false","italian","IT","http://www.radio3.rai.it/","COMMUNITY","radio-browser community DB, publicly listed free stream; Italian public-service broadcaster","Italian public radio culture/classical channel, 320k MP3.","high",""
"Radio","Classical","RMF Classic","http://rmfstream1.interia.pl:8000/rmf_classic","AUDIO","ICECAST","mp3","128","true","false","polish","PL","https://www.rmfclassic.pl/","COMMUNITY","radio-browser community DB, publicly listed free stream","Polish commercial classical broadcaster, free Icecast MP3.","high","35"
"Radio","Classical","RNZ Concert","http://radionz-ice.streamguys.com/concert.mp3","AUDIO","ICECAST","mp3","128","true","false","english","NZ","https://www.rnz.co.nz/concert","PUBLIC_RADIO","RNZ public-service radio, official live stream","Radio New Zealand Concert classical stream.","high","36"
"Radio","Classical","TRT Radyo 3","http://rd-trtradyo3.medya.trt.com.tr/master.m3u8","AUDIO","HLS","m3u8","140","true","false","turkish","TR","https://www.trt.net.tr/","PUBLIC_BROADCASTER","TRT Turkish public-service broadcaster open HLS stream","DB codec AAC over HLS (overrode ICECAST mapping to HLS). Turkish public classical/culture channel.","high","37"
"Radio","Classical","Vermont Public Classical","https://vprclassical.streamguys1.com/vprclassical128.mp3","AUDIO","ICECAST","mp3","128","true","true","english","US","https://www.vermontpublic.org/online-radio-streams","PUBLIC_RADIO","Vermont Public official direct stream URL published on its online radio streams page","Vermont Public classical channel.","high","38"
"Radio","Classical","WALM 2 HD (Classical)","https://icecast.walmradio.com:8443/walm2","AUDIO","ICECAST","mp3","320","true","true","english","US","https://walmradio.com/walm2","COMMUNITY","radio-browser community DB, publicly listed free listener-supported stream","US listener-supported classical/orchestral channel, 320k MP3 over TLS.","high",""
"Radio","Classical","WDR 3","http://wdr-wdr3-live.icecast.wdr.de/wdr/wdr3/live/mp3/128/stream.mp3","AUDIO","ICECAST","mp3","128","true","false","german","DE","https://www1.wdr.de/radio/wdr3/","PUBLIC_BROADCASTER","WDR German public-service broadcaster, freely published live MP3","German public cultural/classical channel.","high","39"
"Radio","Classical","YourClassical - Relax","http://relax.stream.publicradio.org/relax.mp3","AUDIO","ICECAST","mp3","128","true","false","english","US","http://www.yourclassical.org/","COMMUNITY","radio-browser community DB; American Public Media public-radio classical stream","US public radio (American Public Media) classical relaxation channel.","high","40"
"Radio","Classical","Радіо Культура (UR 3)","http://radio.ukr.radio:8000/ur3-mp3","AUDIO","ICECAST","mp3","192","true","false","ukrainian","UA","http://www.nrcu.gov.ua/","PUBLIC_BROADCASTER","Suspilne public broadcaster, free live stream","UA public radio channel 3.","high","41"
"Radio","Eclectic","KEXP","https://kexp.streamguys1.com/kexp160.aac","AUDIO","ICECAST","aac","160","true","true","english","US","https://www.kexp.org/listen/","COMMUNITY","KEXP nonprofit listener-supported station, official direct stream URL published by the station","Official KEXP 160k AAC direct stream.","high","42"
"Radio","Eclectic","WHRB 95.3 Harvard Radio","http://stream.whrb.org:8000/whrb-mp3","AUDIO","ICECAST","mp3","96","true","false","english","US","https://www.whrb.org/archive/web-stream-updates/","COMMUNITY","Harvard student-run station publishes its direct web stream URLs","Variety/university radio from Harvard Radio Broadcasting.","high","43"
"Radio","Eclectic","Серебряный Дождь","https://silverrain.hostingradio.ru/silver128.mp3","AUDIO","ICECAST","mp3","128","true","true","russian","RU","https://www.silver.ru/","COMMUNITY","Silver Rain Radio, free eclectic radio stream","Russian independent talk/music radio.","high","44"
"Radio","Electronic","100 Nu-Disco Central Radio","https://stream.zeno.fm/jqhhzffjynbuv","AUDIO","ICECAST","mp3","0","true","true","english","IT","https://zeno.fm/radio/100-nu-disco-central-radio/","COMMUNITY","radio-browser community DB, publicly listed free stream","Nu-disco; Zeno.fm hosted free stream.","high","45"
"Radio","Electronic","101.ru - Deep House","https://pub0202.101.ru:8000/stream/trust/mp3/128/173","AUDIO","ICECAST","mp3","128","true","true","russian","RU","https://deephouse.101.ru/","COMMUNITY","radio-browser community DB, publicly listed free stream","Deep house channel of the 101.ru network.","high","46"
"Radio","Electronic","BBC Radio 1 Dance","http://151.80.56.90:8090/bbc_radio_one_dance.aac","AUDIO","ICECAST","aac","0","true","false","english","GB","https://www.bbc.co.uk/sounds/play/live/bbc_radio_one_dance","COMMUNITY","radio-browser community DB, publicly listed free stream","Community-listed AAC relay of BBC Radio 1 Dance; raw-IP host, http only.","medium","47"
"Radio","Electronic","BBC Radio 6 Music","http://as-hls-ww-live.akamaized.net/pool_81827798/live/ww/bbc_6music/bbc_6music.isml/bbc_6music-audio=320000.norewind.m3u8","AUDIO","HLS","m3u8","320","true","false","english","GB","https://www.bbc.co.uk/sounds/play/live:bbc_6music","PUBLIC_BROADCASTER","BBC public broadcaster, open Akamai HLS simulcast","Alternative/electronic-leaning BBC station; HLS playlist (codec UNKNOWN in DB).","high","48"
"Radio","Electronic","Capital Dance (UK)","https://media-ssl.musicradio.com/CapitalDance","AUDIO","ICECAST","aac","48","true","true","english","GB","https://www.capitaldance.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","UK official dance station free simulcast.","high","49"
"Radio","Electronic","Dance Wave!","https://dancewave.online/dance.mp3","AUDIO","ICECAST","mp3","128","true","true","english","HU","https://dancewave.online/","COMMUNITY","radio-browser community DB, publicly listed free stream","Top clickcount in electronic tag; direct mp3 stream.","high","50"
"Radio","Electronic","Deep House Lounge","http://198.15.94.34:8006/stream","AUDIO","ICECAST","mp3","128","true","false","english","US","http://www.deephouselounge.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Deep house; raw-IP Icecast endpoint, http only.","high","51"
"Radio","Electronic","DFM Дискач 90-х","https://dfm-disc90.hostingradio.ru/disc9096.aacp","AUDIO","ICECAST","aac+","96","true","true","russian","RU","https://dfm.ru/","COMMUNITY","DFM, free dance music stream","90s eurodance channel.","high","52"
"Radio","Electronic","EuroDance 90 radio","https://stream-eurodance90.fr/radio/8000/128.mp3?1627933323","AUDIO","ICECAST","mp3","128","true","true","french","FR","https://eurodance90.fr/","COMMUNITY","radio-browser community DB, publicly listed free stream","90s eurodance.","high","53"
"Radio","Electronic","FIP Electro","https://icecast.radiofrance.fr/fipelectro-hifi.aac","AUDIO","ICECAST","aac","192","true","true","french","FR","https://www.fip.fr/electro/webradio","PUBLIC_BROADCASTER","Radio France public-service broadcaster thematic webradio, freely published","FIP Electro - Radio France public broadcaster, 192k AAC HiFi.","high","54"
"Radio","Electronic","FM4 | ORF | HQ","https://orf-live.ors-shoutcast.at/fm4-q2a","AUDIO","ICECAST","mp3","192","true","true","english,german","AT","https://fm4.orf.at/","PUBLIC_BROADCASTER","Austrian public broadcaster ORF FM4, open simulcast stream","Alternative/electronic public-service station; highest-quality FM4 feed.","high","55"
"Radio","Electronic","Frisky","http://stream2.friskyradio.com/frisky_mp3_hi","AUDIO","ICECAST","mp3","96","true","false","english","US","https://www.friskyradio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Long-running electronic/DJ station; http only.","high",""
"Radio","Electronic","Ibiza Global Radio","http://ibizaglobalradio.streaming-pro.com:8024/","AUDIO","ICECAST","mp3","0","true","false","spanish","ES","http://www.ibizaglobalradio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Ibiza house/electronic; http only, bitrate unreported.","high","56"
"Radio","Electronic","Intense Radio - We Love Dance 256k","http://intenseradio.live-streams.nl:8000/main","AUDIO","ICECAST","mp3","320","true","false","dutch,english","NL","https://www.intenseradio.net/","COMMUNITY","radio-browser community DB, publicly listed free stream","Dance; used url_resolved (http) since the https TLS port often fails. 320k.","high","57"
"Radio","Electronic","Kiss FM (Ukraine)","http://online.kissfm.ua/KissFM","AUDIO","ICECAST","mp3","128","true","false","ukrainian","UA","https://www.kissfm.ua/","COMMUNITY","Kiss FM Ukraine, free web radio stream","Popular dance/electronic station.","high","58"
"Radio","Electronic","Los 40 Dance","http://playerservices.streamtheworld.com/api/livestream-redirect/LOS40_DANCE_SC","AUDIO","ICECAST","mp3","128","true","false","spanish","ES","https://los40.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","StreamTheWorld redirect to the underlying SHOUTcast/Icecast feed; http only.","high","59"
"Radio","Electronic","Music Radio","https://radio.musicradio.ai/listen/musicradio.ai/radio.mp3","AUDIO","ICECAST","mp3","0","true","true","","FR","https://musicradio.ai/","COMMUNITY","radio-browser community DB, publicly listed free stream","Bitrate unreported in DB.","medium",""
"Radio","Electronic","Pure Ibiza Radio","https://pureibizaradio.clubbingradios.com:9518/PureIbizaRadio","AUDIO","ICECAST","mp3","256","true","true","english,spanish","ES","https://www.pureibizaradio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Ibiza house, 256k.","high","60"
"Radio","Electronic","Radio Ibiza","http://wma08.fluidstream.net:5010/;stream.aac","AUDIO","ICECAST","aac","128","true","false","italian","IT","http://www.radioibiza.it/","COMMUNITY","radio-browser community DB, publicly listed free stream","DB lists codec MP3 but endpoint serves .aac; http only.","medium","61"
"Radio","Electronic","Radio M2O","https://4c4b867c89244861ac216426883d1ad0.msvdn.net/radiom2o/radiom2o/master_ma.m3u8","AUDIO","HLS","m3u8","122","true","true","italian","IT","https://www.m2o.it/","COMMUNITY","radio-browser community DB, publicly listed free stream","Italian dance/electronic broadcaster; AAC+ HLS master playlist.","high","62"
"Radio","Electronic","Radio Meuh","http://radiomeuh.ice.infomaniak.ch/radiomeuh-128.mp3","AUDIO","ICECAST","mp3","128","true","false","french","FR","http://www.radiomeuh.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Eclectic electronic/groove; Infomaniak Icecast.","high","63"
"Radio","Electronic","Radio Party - Kanal Glowny","https://s2.radioparty.pl:8015/stream?nocache=4171","AUDIO","ICECAST","mp3","128","true","true","polish","PL","https://radioparty.pl/ramowka/glowny","COMMUNITY","radio-browser community DB, publicly listed free stream","Polish club/dance main channel.","high","64"
"Radio","Electronic","Sunshine Live - Techno","http://stream.sunshine-live.de/techno/mp3-192/stream.sunshine-live.de/","AUDIO","ICECAST","mp3","192","true","false","german","DE","http://www.sunshine-live.de/","COMMUNITY","radio-browser community DB, publicly listed free stream","Techno channel of Sunshine Live; clean direct stream chosen over tracked simulcast URL.","high","65"
"Radio","Electronic","Technolovers FM - Melodic House & Techno","https://stream.technolovers.fm/melodic-house-techno?ref=radiobrowser-2","AUDIO","ICECAST","mp3","192","true","true","english,german","DE","https://technolovers.fm/","COMMUNITY","radio-browser community DB, publicly listed free stream","Melodic house & techno.","high",""
"Radio","Electronic","TOP 100 DJ Charts (rautemusik / breakz)","https://breakz-high.rautemusik.fm/?ref=radiobrowser-top100-djcharts","AUDIO","ICECAST","mp3","192","true","true","english,german","DE","https://rm.fm/breakz","COMMUNITY","radio-browser community DB, publicly listed free stream","Representative of the rautemusik/breakz cluster; other near-identical relays dropped to keep diversity.","high","66"
"Radio","Electronic","TranceBase.FM (AAC HD 256k)","http://listen.trancebase.fm/tunein-aac-hd-pls","AUDIO","ICECAST","aac","256","true","false","german","DE","https://www.trancebase.fm/","COMMUNITY","radio-browser community DB, publicly listed free stream","Trance; DB url is a .pls wrapper (could not resolve to inner endpoint via API), player must follow the playlist. http only.","medium","67"
"Radio","General","CBC Radio 1 Toronto","https://cbcradiolive.akamaized.net/hls/live/2041036/ES_R1ETR/master.m3u8","AUDIO","HLS","m3u8","48","true","true","english","CA","https://www.cbc.ca/listen/live-radio","PUBLIC_BROADCASTER","CBC Canadian public-service broadcaster, official Akamai HLS stream; radio-browser community DB, publicly listed free stream","CBC Radio 1 news/talk, HLS (AAC).","high","68"
"Radio","General","FIP","http://icecast.radiofrance.fr/fip-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.fip.fr/","PUBLIC_BROADCASTER","Radio France public-service broadcaster, official open Icecast stream; radio-browser community DB, publicly listed free stream","FIP eclectic music public radio.","high","69"
"Radio","General","France Culture","http://icecast.radiofrance.fr/franceculture-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.franceculture.fr/","PUBLIC_BROADCASTER","Radio France public-service broadcaster, official open Icecast stream; radio-browser community DB, publicly listed free stream","Culture/talk public radio.","high","70"
"Radio","General","France Info","http://icecast.radiofrance.fr/franceinfo-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.radiofrance.fr/franceinfo","PUBLIC_BROADCASTER","Radio France public-service broadcaster, official open Icecast stream; radio-browser community DB, publicly listed free stream","France's public news radio. lastcheckok=1, top clickcount.","high","71"
"Radio","General","France Inter","https://icecast.radiofrance.fr/franceinter-hifi.aac","AUDIO","ICECAST","aac","192","true","true","french","FR","https://www.franceinter.fr/","PUBLIC_BROADCASTER","Radio France public-service broadcaster, official open Icecast stream; radio-browser community DB, publicly listed free stream","France's flagship generalist public radio.","high","72"
"Radio","General","France Musique","http://icecast.radiofrance.fr/francemusique-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.francemusique.fr/","PUBLIC_BROADCASTER","Radio France public-service broadcaster, official open Icecast stream; radio-browser community DB, publicly listed free stream","Classical/jazz public radio.","high","73"
"Radio","General","Fritz (RBB)","http://dispatcher.rndfnk.com/rbb/fritz/live/mp3/mid","AUDIO","ICECAST","mp3","128","true","false","german","DE","https://www.fritz.de/","PUBLIC_BROADCASTER","RBB (ARD) German public-service broadcaster, official stream; radio-browser community DB, publicly listed free stream","RBB youth radio; url_resolved dispatcher endpoint.","high","74"
"Radio","General","Inforadio (RBB)","http://dispatcher.rndfnk.com/rbb/inforadio/live/mp3/mid","AUDIO","ICECAST","mp3","128","true","false","german","DE","https://www.inforadio.de/","PUBLIC_BROADCASTER","RBB (ARD) German public-service broadcaster, official stream; radio-browser community DB, publicly listed free stream","RBB news radio; url_resolved dispatcher endpoint.","high","75"
"Radio","General","Polskie Radio Jedynka","http://mp3.polskieradio.pl:8900/;.mp3","AUDIO","ICECAST","mp3","192","true","false","polish","PL","https://jedynka.polskieradio.pl/","PUBLIC_BROADCASTER","Polskie Radio Polish public-service broadcaster, official Icecast stream; radio-browser community DB, publicly listed free stream","Poland's flagship public radio (Program 1).","high","76"
"Radio","General","radioeins (RBB)","http://radioeins.de/stream","AUDIO","ICECAST","mp3","128","true","false","german","DE","https://www.radioeins.de/","PUBLIC_BROADCASTER","RBB (ARD) German public-service broadcaster, official stream; radio-browser community DB, publicly listed free stream","RBB radioeins. Resolved URL is a tokenized rndfnk relay; using stable official redirect entry URL.","medium","77"
"Radio","General","Rai Radio 2","http://icestreaming.rai.it/2.mp3","AUDIO","ICECAST","mp3","256","true","false","italian","IT","https://www.raiplaysound.it/radio2","PUBLIC_BROADCASTER","RAI Italian public-service broadcaster, official Icecast stream; radio-browser community DB, publicly listed free stream","RAI music/entertainment public radio.","high","78"
